cell_id,lon,lat,canopy_pct,tree_count,lst_c,dw_built,road_pct,sidewalk_pct,pop_density,poverty,income_proxy,value_per_acre,near_park_m,near_bike_m
3661,-121.728688,38.566168,37.38,11,29.45581817626953,0.7231590268202126,0.0,3.4137175070466643,5543.58416190549,12.2431055682417,,,35.999612152383015,0.5305117909138588
3762,-121.730646,38.567088,30.99,5,33.49250030517578,0.4480450071860105,0.0,0.0,5543.58416190549,12.2431055682417,,,191.42411391722763,5.7608435899615325
3763,-121.72982,38.567082,18.89,8,31.643352508544922,0.6990594138624147,0.0,0.0,5543.58416190549,12.2431055682417,,,149.7157979390035,77.63053381008268
3765,-121.727525,38.567057,21.65,11,30.761503219604492,0.6953772390261292,0.0,0.0,2444.62598788832,12.2431055682417,97508.0445541291,4341991.112128828,72.44881796907264,25.471150675774368
3764,-121.728672,38.567069,20.93,9,30.498315811157227,0.7011025190586224,0.0,0.0,5543.58416190549,12.2431055682417,,,115.35728736390341,99.63304985272958
3868,-121.727509,38.567958,14.54,7,30.26930809020996,0.6700617531314492,,,2444.62598788832,12.2431055682417,107305.38557423044,4549846.699802805,0.0,0.14406143278935443
3869,-121.726361,38.567945,7.35,3,32.10136795043945,0.7585650871042162,0.0,0.0,2444.62598788832,12.2431055682417,98569.63964649355,3446266.658255505,24.05426209292318,14.135566664634403
3865,-121.730619,38.567988,23.22,3,32.764461517333984,0.618196768919006,,,2444.62598788832,12.2431055682417,,,179.1490061748682,7.190310141047342
3867,-121.728656,38.56797,27.48,11,29.961685180664062,0.6318851115647703,,,2444.62598788832,12.2431055682417,,,55.79158029503921,65.77735910333566
3871,-121.724066,38.56792,6.32,4,33.70783615112305,0.7557238324079663,14.446529080675422,2.6266416510318957,3290.0591577935984,12.2431055682417,232086.99349006597,4346374.000391832,211.02050878405706,90.67213545930001
3873,-121.721771,38.567895,3.41,3,31.308385848999023,0.7402835807297379,7.812990272983998,0.0,2189.952325398944,12.2431055682417,217997.21937572095,3545048.383675333,235.4268058804735,68.39130866806963
3974,-121.72405,38.568821,1.71,2,33.71467208862305,0.7559095066972077,0.0,0.0,832.6164254632198,12.2431055682417,230920.16852280343,4494513.739035774,223.70312455857612,6.950252502044347
3972,-121.726345,38.568846,7.7,3,31.53397560119629,0.7243532987777144,,,832.6164254632198,12.2431055682417,204721.54869169387,3984768.380569303,37.69055430490157,6.790653208885597
3973,-121.725198,38.568834,3.7,3,33.82062911987305,0.7499117098050192,,,832.6164254632198,12.2431055682417,224535.24866959953,4408291.694048587,130.63110601867544,7.0744695815761345
3975,-121.722902,38.568809,0.65,1,32.720027923583984,0.7455179924145341,7.923582837456937,3.726902599436267,832.6164254632198,12.2431055682417,269590.44655894744,4563610.371496878,319.31921260389214,30.016404685853377
4077,-121.724034,38.569722,10.45,8,32.84991455078125,0.7453600140288472,,,832.6164254632198,12.2431055682417,235300.0362207758,4183011.5875205346,260.2375778420783,104.6109432485246
4078,-121.722886,38.56971,1.89,1,30.853788375854492,0.12178966798819602,0.0,0.0,832.6164254632198,12.2431055682417,,,353.2578421856784,127.74559557001537
4075,-121.726329,38.569747,6.41,5,33.143863677978516,0.7348321587778628,,,832.6164254632198,12.2431055682417,247955.87295317135,5359685.5743629765,83.16990806771835,18.806351235602303
