extent,city_area_km2,our_canopy_km2,usda_canopy_km2,intersection_km2,our_only_km2,usda_only_km2,area_recovery_our_over_usda,pixel_iou,pixel_dice,pixel_precision_vs_usda,pixel_recall_vs_usda,our_canopy_pct_of_city,usda_canopy_pct_of_city,detections_in_city,detection_TP_on_usda_canopy,detection_FP_off_usda_canopy,detection_precision_vs_usda
Census TIGER Davis city (GEOID 0618100),25.919855279999997,2.42963748,7.10576928,2.1344057999999997,0.29523168,4.97136348,0.34192462269194307,0.28839420661283094,0.44768007358712825,0.8784873535948252,0.30037645691755416,9.373653725122187,27.414386396990718,11667,11366,301,0.9742007371217966
