variable,VIF,R2_others
lst_c,1.1468055189099429,0.1280125675096888
dw_built,1.0972778761560127,0.08865382075942052
pop_density,1.1400543299902197,0.1228488207149051
poverty,1.1234794031768658,0.10990802575258851
log_income,1.152354288930885,0.13221132632068755
